,acda,acebutolol,acetaminophen,acetate,acetazolamide,acetylcysteine,acid,acular,acyclovir,additive,adenosine,aero,albumin,albuterol,albuterolipratropium,alendronate,alfa,allopurinol,alprazolam,alteplase,aluminum,aluminummagnesium,amino,amiodarone,amlodipine,amoxicillinclavulanic,amp,amphotericin,ampicillin,ampicillinsulbactam,ampul,ampule,and,appl,artificial,ascorbic,aspirin,atenolol,atorvastatin,atovaquone,atropine,azithromycin,bab,bacitracin,bacitracinpolymyxin,baclofen,bag,base,basiliximab,benzocaine,benzonatate,besylate,bic,bicar,bicarb,bicarbo,bicarbonate,bimatoprost,bisacodyl,bismuth,bisulfate,blue,bolus,both,bottle,brimonidine,bromide,btl,bulk,bupivacaine,butalbitalacetcaffeine,cabergoline,calcitriol,calcium,can,candesartan,cap,caphosol,capsaicin,capsule,capsuleinhalation,captopril,carbamazepine,carbidopalevodopa,carbonate,carboplatin,carvedilol,catheter,cefazolin,cefepime,cefpodoxime,ceftazidime,ceftriaxone,cepacol,cephalexin,cetylpyridinium,check,chemo,chl,chlorhexidine,chloride,chlorpromazine,cilexetil,cilostazol,cimetidine,cinacalcet,ciprofloxacin,cisatracurium,citalopram,citrate,clarithromycin,clearance,clindamycin,clonazepam,clonidine,clopidogrel,clotrimazole,codeine,collagenase,conc,concentrated,conjugated,contin,cosyntropin,cr,cream,creon,cromolyn,crrt,cup,cvl,cyanocobalamin,cyclophosphamide,cyproheptadine,cytarabine,danazol,dapsone,daptomycin,dbtl,demeclocycline,desitin,dev,device,dexamethasone,dextromethorphanguaifenesin,dextrose,dialys,diazepam,dicloxacillin,digoxin,dilaudid,diltiazem,diluent,dinitrate,diphenhydramine,disintegrating,diskus,divalproex,dlr,dns,dobutamine,docetaxel,docusate,dolasetron,donepezil,dopamine,dorzolamide,dose,dostinex,doxazosin,doxorubicin,doxycycline,dr,drip,dronabinol,drop,dropper,drp,drug,duloxetine,dummy,dw,dwell,ec,ed,elixir,emulsion,enalapril,enalaprilat,enema,enoxaparin,epidural,epinephrine,epinephrinesodium,epoetin,epoprostenol,er,ertapenem,erythromycin,escitalopram,esmolol,estrogen,ethambutol,etomidate,etoposide,excel,exelon,extended,extendedrelease,eye,famotidine,fat,felodipine,fentanyl,ferrous,filgrastim,finasteride,flagyl,fleet,flolan,fluconazole,fludrocortisone,flumazenil,fluocinonide,flush,fluticasone,fluticasonesalmeterol,folic,fondaparinux,for,fosinopril,fosphenytoin,free,froz,frozbag,frozen,fumarate,furosemide,gabapentin,gammagard,ganciclovir,gelclair,generic,gentamicin,glargine,glass,glipizide,globulin,glucagon,gluconate,glucophage,glyburide,glycol,glycopyrrolate,gm,gml,gmml,golytely,gtt,guaifenesin,guaifenesincodeine,guaifenesindextromethorphan,haloperidol,hcl,hemorrhoidal,heparin,hepatitis,hespan,hfa,hickman,hr,humalog,human,humulinr,hyclate,hydralazine,hydrobromide,hydrochloride,hydrochlorothiazide,hydrocodoneacetaminophen,hydrocortisone,hydromorphone,hydromorphonehp,hydroxide,hydroxsimethicone,hydroxyurea,hyoscyamine,hypertonic,ibuprofen,id,ih,ij,im,imipramine,immediate,immune,in,ind,indomethacin,influenza,inh,inhaler,insulin,ipratropium,ir,irr,irrigation,isoniazid,isoosm,isoosmotic,isosorbide,isotonic,it,iv,ivpca,jelly,ketorolac,kit,ku,kug,kugm,la,labetalol,lacrilube,lactated,lactulose,lamivudine,lansoprazole,latanoprost,latex,left,leucovorin,levalbuterol,levetiracetam,levofloxacin,levothyroxine,lidocaine,linezolid,liq,liquid,lisinopril,lispro,liter,lock,loperamide,lorazepam,losartan,lotion,loz,lr,lumigan,maaloxdiphenhydraminelidocaine,macrodantin,magnesia,magnesium,main,maleate,mannitol,mcg,mcgh,mcghr,mcgml,mcgmlml,md,mdi,meclizine,megestrol,memantine,menthol,meperidine,meq,meqml,meqmlml,meropenem,mesna,mesylate,metformin,methadone,methimazole,methotrexate,methylene,methylnaltrexone,methylprednisolone,metoclopramide,metolazone,metoprolol,metronidazole,mg,mghr,mgmg,mgml,mgmlml,mgtab,mgtablet,miconazole,midazolam,midodrine,milk,million,milrinone,mineral,mini,minoxidil,mirtazapine,ml,mlvial,mmmlml,mmol,mmolmlml,moexipril,mofetil,mononitrate,montelukast,morphine,moxifloxacin,multiple,multivitamin,mycophenolate,na,nabihb,nadolol,nafcillin,naloxone,namenda,napapap,naphazolinepheniramine,naproxen,nasal,neb,neomycinpolymyxindexameth,neostigmine,nephrocaps,nesiritide,neutraphos,nf,ng,nicardipine,nicotine,nifedipine,nitrofurantoin,nitroglycerin,nitroprusside,norepinephrine,normocarb,nortriptyline,nph,nu,ny,nystatin,nystatintriamcinolone,octreotide,od,odt,of,og,oil,oint,ointment,olanzapine,omeprazole,oncology,oncovin,ondansetron,opht,ophth,ophthalmic,opth,or,oral,ordering,ou,oxalate,oxide,oxybutynin,oxycodone,oxycodoneacetaminophen,oz,package,packet,paclitaxel,pancrelipase,pantoprazole,papain,paroxetine,patch,pb,pca,pe,peml,penicillin,pentamidineinhalation,pentobarbital,pf,pha,phenazopyridine,phenobarbital,phenylephrine,phenytoin,phosphate,phosphorus,phosphosoda,phytonadione,picc,pioglitazone,piperacillintazobactam,pkg,pkt,placebo,pletal,plus,pm,pneumococcal,po,poe,polyethylene,polystyrene,polyvalent,pong,posl,potassium,powder,ppk,pr,pravastatin,prednisolone,prednisone,pregabalin,premix,premixed,preserv,prismasate,proair,prochlorperazine,promethazine,propionate,propofol,propoxyphene,propra,propranolol,protein,proxetil,pseudoephedrine,ptch,puff,pump,pyrazinamide,pyridoxine,quetiapine,quinapril,quinidine,range,ranitidine,rasburicase,rectal,regular,release,replace,replacement,rifampin,rifaximin,right,ringer,rinse,risperidone,rituximab,rivastigmine,room,rosuvastatin,saline,salmeterol,sarna,sc,scale,scopolamine,send,senna,sertraline,sevelamer,simethicone,simvastatin,sirolimus,sl,sliding,sod,sodium,soln,soluble,solutab,solution,spironolactone,spray,sprinkle,spry,sr,sterile,study,subcut,subsalicylate,succ,succinate,succinylcholine,sucralfate,sugar,sulfamethtrimethoprim,sulfate,sulfateipratropium,sulfonate,sumatriptan,supp,suppository,susp,suspension,sustained,sw,sy,syinge,syr,syringe,tab,tablet,tacrolimus,tamsulosin,tarceva,tartrate,td,tear,theophylline,thiamine,thioridazine,this,timolol,tiotropium,tirofiban,tizanidine,tobramycin,tocopheryl,tolterodine,torsemide,tp,tramadol,trazodone,troc,troche,ttsmgday,tube,tuberculin,tuck,tum,ud,udcup,ultram,umi,uml,umlml,unasyn,unit,unitsml,unitsmlml,urojet,ursodiol,use,vac,vaccine,vaginal,valganciclovir,valsartan,vancomycin,vasopressin,vecuronium,venlafaxine,verapamil,vg,vial,vigamox,vincristine,viokase,virus,viscous,vitamin,vl,warfarin,water,wcodeine,with,wminerals,xinafoate,xl,xopenex,xr,xxx,zinc,ziprasidone,zolpidem,zonisamide
acda,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011950649318218341,0.009001720616070916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05524854543823906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3633001041342674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019036342217822844,0.09564996706893429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006681749647780046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acebutolol,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053654425785538744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0478771544946977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005311900890963929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008697663046770584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012629921651378277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acetaminophen,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11985073880708853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005024894706493524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12288257617325371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132407213718836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21597374565949992,0.0,0.014921260974114338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009015309014203932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031783085177224904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028082141868008677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22954889827388034,0.0,0.0,0.0,0.0,0.14297901367634894,0.0,0.0,0.0,0.0,0.13336507683647944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14646528021473149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19603245941457667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22474932593378316,0.2557761998195249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18242641197475287,0.10336020369053718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004812585462501323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12622510398611061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
